,ID,Address,Post Date,Quarter,Year,District,Price (billion VND),Area (m2),Property Type,Direction,Floors,Bathrooms,Entrance (m2),Bedrooms,Living Rooms,Law Document,Latitude,Longitude
142,181,"Trinh Van Bo, Van Canh, Hoai Đuc, Ha Noi",2023-05-31,2,2023,hoai đuc,3.24,80.0,can ho chung cu,,21.0,2.0,60.0,3.0,1.0,Yes,21.024878818375655,105.73214837403565
143,182,"Thanh Xuan, Ha Noi",2023-05-31,2,2023,thanh xuan,1.45,45.0,can ho chung cu,,1.0,1.0,,1.0,1.0,Yes,21.0277644,105.8341598
144,183,"Nguyen Tuan, Thanh Xuan Trung, Thanh Xuan, Ha Noi",2023-06-05,2,2023,thanh xuan,9.4,235.0,can ho chung cu,Nam,21.0,,,,,Yes,20.9985157,105.8031584
145,185,"Vinh Ho, Nga Tu So, Đong Đa, Ha Noi",2023-06-06,2,2023,đong đa,1.2,40.0,can ho chung cu,Đong Nam,3.0,1.0,,1.0,,Yes,21.0067052,105.8205335
146,186,"Nguyen Chanh, Trung Hoa, Cau Giay, Ha Noi",2023-06-07,2,2023,cau giay,3.65,112.0,can ho chung cu,Đong,10.0,2.0,40.0,3.0,,Yes,21.0119614,105.7922737
147,187,"Bang Liet, Hoang Liet, Hoang Mai, Ha Noi",2023-04-13,2,2023,hoang mai,4.58,135.0,can ho chung cu,Đong Nam,16.0,2.0,17.5,3.0,1.0,Yes,20.958180183053617,105.82338748203124
148,188,"Ho Tung Mau, Bac Tu Liem, Ha Noi",2023-04-12,2,2023,,4.35,110.0,can ho chung cu,,36.0,2.0,,3.0,1.0,Yes,21.04179976684105,105.76756057298584
149,189,"Vu Lang, Tu Hiep, Thanh Tri, Ha Noi",2023-04-13,2,2023,thanh tri,3.114,127.0,can ho chung cu,Đong Bac,25.0,3.0,,4.0,1.0,Yes,20.9344418,105.8462288
150,190,"Thanh Thai, Dich Vong, Cau Giay, Ha Noi",2023-04-14,2,2023,cau giay,5.78,86.0,can ho chung cu,Đong Nam,29.0,2.0,,3.0,1.0,Yes,21.030508797642025,105.7891233782959
151,191,"Vu Lang, Tu Hiep, Thanh Tri, Ha Noi",2023-04-14,2,2023,thanh tri,3.2,127.0,can ho chung cu,Đong Bac,25.0,3.0,,4.0,1.0,Yes,20.9344418,105.8462288
152,192,"Van Quan, Ha Đong, Ha Noi",2023-04-15,2,2023,ha đong,1.78,70.0,can ho chung cu,,,,,,,Not provided,20.9796446,105.7923394
153,193,"Chung cu Tecco Garden, Tu Hiep, Thanh Tri, Ha Noi, Tu Hiep, Thanh Tri, Ha Noi",2023-04-15,2,2023,thanh tri,1.0,127.0,can ho chung cu,Tay Nam,,3.0,200.0,4.0,1.0,Yes,20.93327851119794,105.8514994693115
154,194,"Thanh Trung, Trau Quy, Gia Lam, Ha Noi, Gia Lam, Ha Noi",2023-04-18,2,2023,gia lam,1.6,62.3,can ho chung cu,,,1.0,10.0,2.0,1.0,Yes,21.009880199515088,105.94018531003418
155,199,"521, Đuong Co Nhue, Co Nhue 1, Bac Tu Liem, Ha Noi",2023-05-08,2,2023,,1.25,49.0,can ho chung cu,Đong Bac,15.0,1.0,,1.0,1.0,Yes,21.0653816,105.7794344
156,200,"vinhomes ocean park, Gia Lam, Ha Noi",2023-05-09,2,2023,gia lam,0.9,31.2,can ho chung cu,Đong Bac,,2.0,,2.0,2.0,Yes,21.0277644,105.8341598
157,201,"vinhomes ocean park, Xa Muong Loi, Gia Lam, Ha Noi",2023-05-09,2,2023,gia lam,2.56,71.2,can ho chung cu,Đong Bac,,2.0,,2.0,1.0,Yes,20.9852277,105.9318012
158,202,"Đuong Lang, Lang Thuong, Đong Đa, Ha Noi",2023-05-10,2,2023,đong đa,1.52,50.0,can ho chung cu,,3.0,1.0,5.0,2.0,1.0,Yes,21.019763,105.8027161
159,203,"vinhomes ocean park, Gia Lam, Ha Noi",2023-05-11,2,2023,gia lam,1.62,60.0,can ho chung cu,Đong Bac,,2.0,,2.0,1.0,Yes,21.0277644,105.8341598
160,204,"Nguyen Tuan, Nhan Chinh, Thanh Xuan, Ha Noi",2023-05-12,2,2023,thanh xuan,2.5,55.0,can ho chung cu,,,1.0,10.0,2.0,1.0,Yes,21.0277644,105.8341598
161,205,"Gia Lam, Ha Noi",2023-05-11,2,2023,gia lam,0.92,31.2,can ho chung cu,Đong Nam,,2.0,,2.0,1.0,Yes,21.0277644,105.8341598
162,206,"Quan Nhan, Trung Hoa, Cau Giay, Ha Noi",2023-04-02,2,2023,cau giay,0.158,44.0,can ho chung cu,Tay Nam,2.0,1.0,,2.0,1.0,Yes,21.0049272,105.8114058
163,207,"Nghia Đo, Cau Giay, Ha Noi",2023-04-03,2,2023,cau giay,1.75,55.0,can ho chung cu,Bac,6.0,1.0,,2.0,1.0,Yes,21.053291,105.8090395
164,208,"Đai Lo Thang Long, Me Tri, Bac Tu Liem, Ha Noi",2023-04-03,2,2023,,2.65,86.2,can ho chung cu,,7.0,2.0,,2.0,,Yes,21.0030134,105.7780595
165,209,"Tay Mo, Bac Tu Liem, Ha Noi",2023-04-03,2,2023,,1.15,33.0,can ho chung cu,Đong Bac,,1.0,,1.0,1.0,Not provided,21.005307222320422,105.73883393170775
166,210,"Van Canh, Hoai Đuc, Ha Noi",2023-04-04,2,2023,hoai đuc,3.765,95.0,can ho chung cu,Tay Nam,3.0,2.0,60.0,3.0,1.0,Yes,21.0279052,105.7263152
167,211,"36, Nguyen Hoang, Bac Tu Liem, Ha Noi",2023-04-04,2,2023,,4.3,134.0,can ho chung cu,,8.0,2.0,,3.0,1.0,Yes,21.0277644,105.8341598
168,212,"Nguyen Ngoc Vu, Trung Hoa, Cau Giay, Ha Noi",2023-04-04,2,2023,cau giay,3.4,90.0,can ho chung cu,,16.0,2.0,,3.0,,Yes,21.0118604,105.8082825
169,213,"Hoang Mai, Ha Noi",2023-04-04,2,2023,hoang mai,0.33,135.0,can ho chung cu,,,2.0,,3.0,1.0,Yes,20.958863388304483,105.82397728634183
170,214,"Hoang Ngoc Phach, Lang Ha, Đong Đa, Ha Noi",2023-04-04,2,2023,đong đa,2.58,70.0,can ho chung cu,,2.0,1.0,,3.0,1.0,Yes,21.0156937,105.8122689
171,215,"Thanh Cong, Ba Đinh, Ha Noi",2023-04-05,2,2023,ba đinh,2.45,78.0,can ho chung cu,,,2.0,,3.0,1.0,Yes,21.020889,105.8158204
172,216,"Pho Trung Kinh, Yen Hoa, Cau Giay, Ha Noi",2023-04-05,2,2023,cau giay,4.7,100.0,can ho chung cu,,6.0,2.0,,3.0,1.0,Yes,21.0181378,105.7932507
173,217,"Thanh Thai, Dich Vong, Cau Giay, Ha Noi",2023-04-05,2,2023,cau giay,4.98,133.0,can ho chung cu,Đong Nam,6.0,2.0,,3.0,,Yes,21.0362368,105.7905825
174,219,"Tu Hiep, Thanh Tri, Ha Noi",2023-04-05,2,2023,thanh tri,3.59,141.0,can ho chung cu,Đong Nam,25.0,3.0,,4.0,1.0,Yes,20.933275771198197,105.8517605803955
175,220,"Thanh Tri, Ha Noi",2023-04-05,2,2023,thanh tri,2.93,107.0,can ho chung cu,Đong Nam,25.0,2.0,,3.0,1.0,Yes,20.933025769863004,105.8515471060547
176,221,"Vu Lang, Tu Hiep, Thanh Tri, Ha Noi",2023-04-07,2,2023,thanh tri,2.9,106.0,can ho chung cu,Đong Nam,25.0,2.0,,3.0,1.0,Yes,20.933860196250812,105.8515190567444
177,222,"Thanh Nhan, Hai Ba Trung, Ha Noi",2023-04-06,2,2023,hai ba trung,3.1,105.0,can ho chung cu,,,,,3.0,,Not provided,21.0053964,105.8569193
178,223,"Pham Hung, Me Tri, Bac Tu Liem, Ha Noi",2023-03-20,1,2023,,3.3,102.0,can ho chung cu,,6.0,2.0,,3.0,1.0,Yes,21.0125832,105.7860644
179,224,"Tran Binh, Bac Tu Liem, Ha Noi",2023-03-21,1,2023,,3.3,85.0,can ho chung cu,,12.0,2.0,,2.0,,Yes,21.0331019,105.7788219
180,225,"Đuong Cau Giay, Dich Vong, Cau Giay, Ha Noi",2023-03-21,1,2023,cau giay,2.98,72.0,can ho chung cu,Tay Nam,16.0,2.0,,2.0,1.0,Yes,21.0349893,105.7938017
181,226,"Nguyen Trai, Thanh Xuan Bac, Thanh Xuan, Ha Noi",2023-03-22,1,2023,thanh xuan,1.1,40.0,can ho chung cu,,2.0,1.0,,1.0,,Yes,20.9914574,105.8030814
182,228,"Đuong Cau Giay, Quan Hoa, Cau Giay, Ha Noi",2023-03-22,1,2023,cau giay,4.65,85.0,can ho chung cu,Bac,9.0,2.0,,3.0,,Yes,21.0319529,105.7995321
183,229,"Minh Khai, Hai Ba Trung, Ha Noi",2023-03-23,1,2023,hai ba trung,4.2,74.0,can ho chung cu,,,,,,,Not provided,20.9959104,105.8576533
184,230,"Mac Thai To, Trung Hoa, Cau Giay, Ha Noi",2023-03-23,1,2023,cau giay,2.4,65.0,can ho chung cu,Đong Bac,11.0,2.0,,2.0,,Yes,21.0165205,105.7886112
185,231,"Mai Dich, Cau Giay, Ha Noi",2023-03-23,1,2023,cau giay,3.75,140.0,can ho chung cu,Đong Bac,10.0,2.0,,3.0,,Yes,10.876248,106.660338
186,232,"Pho Yen So, Hoang Liet, Hoang Mai, Ha Noi",2023-03-24,1,2023,hoang mai,3.3,100.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,20.9667046,105.8699732
187,233,"Nguyen Tuan, Thanh Xuan Bac, Thanh Xuan, Ha Noi",2023-03-25,1,2023,thanh xuan,5.0,97.0,can ho chung cu,,,2.0,,3.0,,Yes,20.993579,105.7982094
188,234,"Nguyen Chanh, Trung Hoa, Cau Giay, Ha Noi",2023-03-24,1,2023,cau giay,2.1,65.0,can ho chung cu,Tay Bac,11.0,1.0,,2.0,1.0,Yes,21.0119614,105.7922737
189,236,"Khuat Duy Tien, Trung Hoa, Cau Giay, Ha Noi",2023-03-25,1,2023,cau giay,4.25,88.0,can ho chung cu,Tay Bac,35.0,2.0,40.0,2.0,1.0,Yes,10.876248,106.660338
190,237,"Đuong Cau Giay, Dich Vong, Cau Giay, Ha Noi",2023-03-26,1,2023,cau giay,2.8,75.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,21.0349893,105.7938017
191,238,"To Huu, Đai Mo, Bac Tu Liem, Ha Noi",2023-03-26,1,2023,,5.5,137.0,can ho chung cu,Tay Bac,19.0,3.0,,3.0,,Yes,20.9855755,105.7761371
192,239,"Thuong Đinh, Thanh Xuan, Ha Noi",2023-03-27,1,2023,thanh xuan,7.2,132.0,can ho chung cu,,,3.0,,3.0,1.0,Yes,21.0006046,105.8158204
193,240,"Phung Khoang, Trung Van, Bac Tu Liem, Ha Noi",2023-03-27,1,2023,,2.65,89.0,can ho chung cu,Đong Nam,11.0,2.0,,3.0,,Yes,10.876248,106.660338
194,241,"Quoc Lo 70, Xuan Phuong, Bac Tu Liem, Ha Noi",2023-02-24,1,2023,,2.1,52.0,can ho chung cu,Tay Nam,26.0,1.0,,1.0,,Yes,21.0277644,105.8341598
195,243,"Luu Huu Phuoc, Bac Tu Liem, Ha Noi",2023-02-25,1,2023,,2.95,135.0,can ho chung cu,,11.0,2.0,,3.0,,Yes,21.0323233,105.7650902
196,244,"Nguyen Co Thach, Bac Tu Liem, Ha Noi",2023-02-25,1,2023,,2.95,65.0,can ho chung cu,,17.0,2.0,,2.0,,Yes,21.0344536,105.7658695
197,245,"Pham Hung, Trung Hoa, Cau Giay, Ha Noi",2023-02-28,1,2023,cau giay,3.65,110.0,can ho chung cu,Tay Nam,11.0,2.0,,3.0,,Yes,21.0083932,105.7899276
198,246,"Le Đuc Tho, Mai Dich, Cau Giay, Ha Noi",2023-02-26,1,2023,cau giay,2.35,62.0,can ho chung cu,Đong,11.0,1.0,17.5,2.0,,Yes,21.0344798,105.770146
199,248,"Nguyen Trai, Thanh Xuan Trung, Thanh Xuan, Ha Noi",2023-03-01,1,2023,thanh xuan,8.3,47.0,can ho chung cu,,1.0,,,,,Yes,20.993382,105.8060427
200,249,"Tran Huu Duc, Cau Dien, Bac Tu Liem, Ha Noi",2023-03-01,1,2023,,6.2,100.0,can ho chung cu,,3.0,,,,,Yes,21.0291863,105.7639757
201,251,"NO15 & NO16, Nguyen Lam, Long Bien, Ha Noi",2023-03-02,1,2023,long bien,0.38,66.0,can ho chung cu,,3.0,2.0,,2.0,1.0,Yes,21.0186765,105.884813
202,253,"Pham Hung, Me Tri, Bac Tu Liem, Ha Noi",2023-03-05,1,2023,,4.25,143.0,can ho chung cu,,10.0,3.0,,3.0,,Yes,21.0125832,105.7860644
203,254,"Quoc Lo 70, Xuan Phuong, Bac Tu Liem, Ha Noi",2023-03-10,1,2023,,1.9,57.0,can ho chung cu,Đong Nam,5.0,1.0,,2.0,1.0,Yes,10.876248,106.660338
204,255,"Đuong Tran Đang Ninh, Dich Vong, Cau Giay, Ha Noi",2023-03-13,1,2023,cau giay,5.5,132.0,can ho chung cu,Bac,14.0,2.0,,3.0,,Yes,10.876248,106.660338
205,256,"To Huu, Trung Van, Bac Tu Liem, Ha Noi",2023-03-13,1,2023,,5.45,136.0,can ho chung cu,,,2.0,,3.0,1.0,Yes,20.988870490962103,105.78301445145111
206,257,"HH, To Huu, Bac Tu Liem, Ha Noi",2023-03-14,1,2023,,4.0,105.0,can ho chung cu,,,2.0,,3.0,1.0,Yes,10.770790701332203,106.69731653967287
207,258,"30, Đuong Pham Van Đong, Dich Vong Hau, Cau Giay, Ha Noi",2023-03-16,1,2023,cau giay,2.57,64.0,can ho chung cu,,5.0,2.0,,2.0,,Yes,21.0408386,105.7807066
208,259,"Pham Hung, Me Tri, Bac Tu Liem, Ha Noi",2023-03-17,1,2023,,2.2,57.0,can ho chung cu,,3.0,1.0,,2.0,,Yes,10.876248,106.660338
209,261,"Tay Mo, Bac Tu Liem, Ha Noi",2023-01-04,1,2023,,1.99,54.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,21.0086925497195,105.73864081265867
210,262,"Vinhomes Smart City, Tay Mo, Bac Tu Liem, Ha Noi",2023-01-05,1,2023,,2.0,54.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,21.008407103481005,105.73769667508543
211,263,"Đong Hoi, Đong Anh, Ha Noi",2023-01-12,1,2023,đong anh,1.9,72.9,can ho chung cu,Đong Bac,1.0,1.0,8.0,2.0,1.0,Yes,21.0809178,105.8701316
212,264,"Vinhomes Smart City, Tay Mo, Bac Tu Liem, Ha Noi",2023-01-10,1,2023,,2.1,54.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,21.00841211131446,105.73778250577391
213,265,"Vinhomes Smart City, Tay Mo, Bac Tu Liem, Ha Noi",2023-01-11,1,2023,,2.0,54.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,21.008171735119145,105.73773959042967
214,266,"Nguyen Co Thach, Bac Tu Liem, Ha Noi",2023-02-05,1,2023,,2.75,86.0,can ho chung cu,Đong Bac,8.0,2.0,25.0,2.0,1.0,Yes,21.0344536,105.7658695
215,267,"36, Pham Hung, Bac Tu Liem, Ha Noi",2023-02-04,1,2023,,2.45,55.0,can ho chung cu,Bac,26.0,1.0,60.0,2.0,1.0,Yes,21.026033,105.7789722
216,268,"Tay Mo, Bac Tu Liem, Ha Noi",2023-02-01,1,2023,,1.8,32.0,can ho chung cu,Đong Nam,,1.0,40.0,1.0,1.0,Yes,20.998115650684728,105.74022868039549
217,269,"Pham Hung, Me Tri, Bac Tu Liem, Ha Noi",2023-02-05,1,2023,,2.5,37.0,can ho chung cu,Tay Bac,12.0,1.0,40.0,1.0,1.0,Yes,21.0125832,105.7860644
218,270,"Đuong Trung Van, Trung Van, Bac Tu Liem, Ha Noi",2023-02-06,1,2023,,3.2,118.0,can ho chung cu,Đong Bac,22.0,2.0,,3.0,1.0,Yes,20.9895649,105.7850615
219,271,"Vu Trong Khanh, Mo Lao, Ha Đong, Ha Noi",2023-02-08,1,2023,ha đong,2.6,54.0,can ho chung cu,Đong Bac,41.0,,60.0,2.0,1.0,Yes,20.9832296,105.7823851
220,272,"Nhan My, Bac Tu Liem, Ha Noi",2023-02-08,1,2023,,0.315,95.0,can ho chung cu,Đong,15.0,2.0,25.0,3.0,,Yes,21.0213667,105.7725297
221,274,"Le Van Luong, Nhan Chinh, Thanh Xuan, Ha Noi",2023-02-15,1,2023,thanh xuan,2.65,76.0,can ho chung cu,,5.0,1.0,,2.0,,Yes,21.0042496,105.8033839
222,275,"Le Đuc Tho, Mai Dich, Cau Giay, Ha Noi",2023-02-15,1,2023,cau giay,2.6,62.0,can ho chung cu,Nam,5.0,1.0,12.5,2.0,,Yes,21.0344798,105.770146
223,276,"Pham Hung, Bac Tu Liem, Ha Noi",2023-02-15,1,2023,,1.95,60.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,21.026033,105.7789722
224,277,"Bang Liet, Hoang Liet, Hoang Mai, Ha Noi",2023-02-15,1,2023,hoang mai,3.6,139.0,can ho chung cu,Đong Bac,15.0,2.0,17.5,3.0,2.0,Yes,20.958580943917678,105.82420287357176
225,278,"16, Pham Hung, Bac Tu Liem, Ha Noi",2022-12-01,4,2022,,5.0,130.0,can ho chung cu,Tay Nam,16.0,2.0,,3.0,,Yes,21.0297517,105.7786741
226,279,"Gia Lam, Ha Noi",2022-12-05,4,2022,gia lam,3.8,98.0,can ho chung cu,,,2.0,25.0,3.0,1.0,Yes,21.0105208,105.952941
227,280,"Đong Hoi, Đong Anh, Ha Noi",2022-12-05,4,2022,đong anh,2.13,77.0,can ho chung cu,,,,,,,Not provided,21.0809178,105.8701316
228,281,"HPC Landmark, To Huu, La Khe, Ha Đong, Ha Noi",2022-12-02,4,2022,ha đong,3.8,143.0,can ho chung cu,,,,,,,Yes,20.9755983,105.7625602
229,283,"Bea Sky, Chu Van An, Đai Kim, Hoang Mai, Ha Noi",2022-12-07,4,2022,hoang mai,3.95,95.0,can ho chung cu,,,2.0,,3.0,1.0,Yes,20.9743925,105.7779044
230,284,"Kim Van Kim Lu, Nguyen XIen, Đai Kim, Hoang Mai, Ha Noi",2022-12-07,4,2022,hoang mai,2.5,82.0,can ho chung cu,,,2.0,,3.0,1.0,Yes,20.9815104,105.8104086
231,285,"Vo Chi Cong, Phu Thuong, Tay Ho, Ha Noi",2022-12-08,4,2022,tay ho,4.325,100.0,can ho chung cu,Bac,,2.0,,3.0,,Yes,21.0850812,105.8170224
232,286,"Duong Van Be, Vinh Tuy, Hai Ba Trung, Ha Noi",2022-12-12,4,2022,hai ba trung,4.75,118.0,can ho chung cu,Bac,22.0,2.0,,3.0,,Yes,20.9966988,105.8739
233,287,"Chu van An, Bang Liet, Hoang Liet, Hoang Mai, Ha Noi",2022-12-13,4,2022,hoang mai,5.5,131.0,can ho chung cu,,,,17.5,,,Yes,20.95829508362544,105.82432471376954
234,290,"Tran Duy Hung, Trung Hoa, Cau Giay, Ha Noi",2022-12-14,4,2022,cau giay,5.125,86.0,can ho chung cu,,,,,,,Not provided,21.0106758,105.7995616
235,291,"Phu Thuong, Tay Ho, Ha Noi",2022-12-15,4,2022,tay ho,2.6,67.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,21.0838905,105.8084823
236,292,"Tay Mo, Bac Tu Liem, Ha Noi",2022-12-15,4,2022,,3.8,64.0,can ho chung cu,,,2.0,,2.0,,Yes,21.0088528,105.7439194
237,293,"Tu Hiep, Thanh Tri, Ha Noi",2022-12-18,4,2022,thanh tri,2.55,95.0,can ho chung cu,,,2.0,12.5,3.0,1.0,Yes,20.9461418,105.8554513
238,294,"B2 - 1108, Tu Hiep, Thanh Tri, Ha Noi",2022-12-01,4,2022,thanh tri,2.58,88.8,can ho chung cu,Đong Nam,11.0,2.0,,2.0,1.0,Yes,20.93319560555976,105.85146017298584
239,295,"Yen Nghia, Ha Đong, Ha Noi",2022-11-14,4,2022,ha đong,1.7,64.0,can ho chung cu,,,2.0,12.5,2.0,1.0,Yes,20.9540586,105.7409852
240,297,"Vo Chi Cong, Phu Thuong, Tay Ho, Ha Noi",2022-11-14,4,2022,tay ho,4.3,99.0,can ho chung cu,,,2.0,40.0,3.0,,Not provided,21.0850812,105.8170224
241,298,"Vo Chi Cong, Phu Thuong, Tay Ho, Ha Noi",2022-11-14,4,2022,tay ho,4.3,99.0,can ho chung cu,,,2.0,40.0,3.0,,Not provided,21.0850812,105.8170224
242,300,"Thanh Xuan, Ha Noi",2022-11-17,4,2022,thanh xuan,2.45,70.0,can ho chung cu,,,2.0,12.5,2.0,1.0,Yes,20.9959819,105.8097244
243,301,"Dich Vong Hau, Cau Giay, Ha Noi",2022-11-18,4,2022,cau giay,3.4,91.0,can ho chung cu,,,,,,,Yes,21.0339527,105.7850022
244,302,"Me Tri, Bac Tu Liem, Ha Noi",2022-11-18,4,2022,,2.15,70.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,21.0055267,105.7791327
245,303,"Me Tri, Bac Tu Liem, Ha Noi",2022-11-18,4,2022,,2.7,74.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,21.0055267,105.7791327
246,304,"Pham Van Đong, Đong Ngac, Bac Tu Liem, Ha Noi",2022-11-18,4,2022,,6.7,105.0,can ho chung cu,Nam,,2.0,,3.0,1.0,Not provided,21.0843227,105.7875586
247,305,"Ha Noi Melody, Bang Liet, Hoang Liet, Hoang Mai, Ha Noi",2022-11-19,4,2022,hoang mai,7.7,150.0,can ho chung cu,Đong Bac,1.0,2.0,17.5,,2.0,Yes,20.961582803230428,105.82407779732134
248,306,"Me Tri, Bac Tu Liem, Ha Noi",2022-11-19,4,2022,,3.567,91.0,can ho chung cu,,,,,,,Yes,21.0055267,105.7791327
249,307,"Thanh Xuan, Ha Noi",2022-11-21,4,2022,thanh xuan,5.5,136.0,can ho chung cu,,,2.0,,3.0,1.0,Not provided,20.9959819,105.8097244
250,308,"Hoang Hoa Tham, Ngoc Ha, Ba Đinh, Ha Noi",2022-11-21,4,2022,ba đinh,31.0,310.0,can ho chung cu,,,3.0,,3.0,,Not provided,21.0396314,105.8276555
251,309,"Hoang Hoa Tham, Vinh Phuc, Ba Đinh, Ha Noi",2022-11-21,4,2022,ba đinh,13.5,330.0,can ho chung cu,,,4.0,,4.0,,Not provided,21.0457791,105.8115146
252,310,"Gia Lam, Ha Noi",2022-11-23,4,2022,gia lam,3.2,82.0,can ho chung cu,,,2.0,17.5,2.0,1.0,Yes,21.0105208,105.952941
253,311,"Gia Lam, Ha Noi",2022-11-23,4,2022,gia lam,1.0,82.0,can ho chung cu,,,2.0,25.0,3.0,1.0,Yes,21.0105208,105.952941
254,312,"Phu Thuong, Phu Thuong, Tay Ho, Ha Noi",2022-11-23,4,2022,tay ho,5.4,105.0,can ho chung cu,Nam,27.0,2.0,,3.0,,Not provided,21.0838905,105.8084823
255,313,"Nguyen Trai, Thanh Xuan Nam, Thanh Xuan, Ha Noi",2022-11-24,4,2022,thanh xuan,0.3,109.0,can ho chung cu,,,,,,,Not provided,20.9882537,105.7988373
256,314,"507, QL 23, Đai Thinh, Me Linh, Ha Noi",2022-11-24,4,2022,me linh,1.1,54.0,can ho chung cu,Đong Bac,1.0,2.0,,2.0,1.0,Yes,21.188013765068444,105.72097342668911
257,317,"TT. Nui Thanh, Cau Giay, Ha Noi",2022-11-03,4,2022,cau giay,2.6,120.0,can ho chung cu,,,3.0,12.5,3.0,1.0,Yes,21.0506076,105.7909724
258,319,"Bang Liet, Hoang Liet, Hoang Mai, Ha Noi",2022-11-03,4,2022,hoang mai,3.132,108.0,can ho chung cu,,,,,,,Not provided,20.9647465,105.820613
259,320,"Pham Hung, Bac Tu Liem, Ha Noi",2022-11-04,4,2022,,5.62,153.0,can ho chung cu,Nam,24.0,3.0,,4.0,1.0,Not provided,21.026033,105.7789722
260,321,"Duong Van Be, Minh Khai, Hai Ba Trung, Ha Noi",2022-11-06,4,2022,hai ba trung,4.17,117.0,can ho chung cu,Nam,7.0,2.0,,3.0,1.0,Not provided,20.9966988,105.8739
261,322,"ia20, Pham Van Đong, Đong Ngac, Bac Tu Liem, Ha Noi",2022-11-05,4,2022,,0.16,92.0,can ho chung cu,Tay Bac,18.0,2.0,,3.0,1.0,Yes,21.0833663,105.7893198
262,323,"Chu Van An, Hoang Liet, Hoang Mai, Ha Noi",2022-11-07,4,2022,hoang mai,2.262,80.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,20.9589363,105.8226081
263,325,"Pham Van Đong, Đong Ngac, Bac Tu Liem, Ha Noi",2022-11-07,4,2022,,3.846,97.0,can ho chung cu,,,,,,,Not provided,21.0843227,105.7875586
264,326,"Linh Đam, Hoang Liet, Hoang Mai, Ha Noi",2022-11-08,4,2022,hoang mai,11.4,266.0,can ho chung cu,Đong Nam,2.0,2.0,8.0,4.0,2.0,Yes,20.9650953,105.824876
265,327,"Pham Van Đong, Đong Ngac, Bac Tu Liem, Ha Noi",2022-11-07,4,2022,,4.7,132.0,can ho chung cu,,,,,,,Not provided,21.0843227,105.7875586
266,328,"Nguyen XIen, Đai Kim, Hoang Mai, Ha Noi",2022-11-08,4,2022,hoang mai,12.0,260.0,can ho chung cu,,,4.0,,4.0,,Not provided,20.9815104,105.8104086
267,329,"Hoang Liet, Hoang Mai, Ha Noi",2022-11-08,4,2022,hoang mai,3.9,108.67,can ho chung cu,,,,,,,Not provided,20.95879205722228,105.82388113671797
268,330,"201, Minh Khai, Minh Khai, Hai Ba Trung, Ha Noi",2022-11-08,4,2022,hai ba trung,4.1,74.0,can ho chung cu,,,2.0,,2.0,1.0,Yes,20.9968022,105.8612143
269,331,"An Duong Vuong, Phu Thuong, Tay Ho, Ha Noi",2022-11-09,4,2022,tay ho,20.8,260.0,can ho chung cu,,,4.0,,4.0,,Not provided,21.089785,105.8013313
270,332,"29, To Huu, Trung Van, Bac Tu Liem, Ha Noi",2022-11-10,4,2022,,5.5,136.0,can ho chung cu,,,2.0,,3.0,1.0,Not provided,20.9921506,105.7867481
271,333,"Thai Thinh, Trung Liet, Đong Đa, Ha Noi",2022-10-19,4,2022,đong đa,2.9,68.0,can ho chung cu,,,1.0,12.5,2.0,1.0,Yes,21.0093127,105.8194215
272,334,"55, Pho Nguyen Van Giap - Đuong K2 Cau Dien, Cau Dien, Bac Tu Liem, Ha Noi",2022-10-19,4,2022,,3.9,80.0,can ho chung cu,,,2.0,,2.0,1.0,Not provided,21.039473344467385,105.76147746464844
273,335,"Phuc Loi, Phuc Loi, Long Bien, Ha Noi",2022-10-20,4,2022,long bien,2.35,82.0,can ho chung cu,,,2.0,,3.0,1.0,Yes,21.0437208,105.9259271
274,336,"Long Bien, Ha Noi",2022-10-20,4,2022,long bien,4.65,97.0,can ho chung cu,,,2.0,,3.0,1.0,Yes,21.0186765,105.884813
275,337,"Gia Thuy, Long Bien, Ha Noi",2022-10-20,4,2022,long bien,3.3,85.0,can ho chung cu,,,2.0,,3.0,1.0,Yes,21.048956,105.8862812
276,338,"Thanh Xuan, Ha Noi",2022-10-20,4,2022,thanh xuan,4.2,106.0,can ho chung cu,,,2.0,,3.0,1.0,Yes,20.9959819,105.8097244
277,339,"203, Nguyen Huy Tuong, Thanh Xuan Trung, Thanh Xuan, Ha Noi",2022-10-24,4,2022,thanh xuan,0.39,105.5,can ho chung cu,,,3.0,,2.0,,Yes,20.9952447,105.8007001
278,340,"So 29, To Huu, Trung Van, Bac Tu Liem, Ha Noi",2022-10-24,4,2022,,0.39,105.5,can ho chung cu,,,2.0,,3.0,,Not provided,20.9921506,105.7867481
279,341,"So 29, To Huu, Trung Van, Bac Tu Liem, Ha Noi",2022-10-24,4,2022,,4.0,105.5,can ho chung cu,,,2.0,,3.0,,Yes,20.9921506,105.7867481
